Text,Emotion
 I'm going to graduate this summer . ,neutral
"my day consists of working from 1-10, driving in snow, and studying for math. ",joy
I felt guilty because I stole some sweets from my father's grocery. When he asked me who stole the sweets I told him it was my brother who stole the sweets and he was scolded.,guilt
 I liked it . I thought it was great . ,joy
Aggie looked horrified as she caught sight of the horse dung on his hobnailed boots . ,fear
@mcstroup I think my fear of squirrels came from seeing National Lampoons Xmas Vacation as a child...a squirrel attacks a woman in it ,fear
"♥ I look around at all the love in my life, and I can't believe how blessed I am.♥ ",joy
"When the person I am going out with let me down in a situation that I was depending on them, and didn't show respect or care.",anger
Got my classes set up for the spring! Now off to work... ,joy
@lelepooh1 @donniewahlberg  That's my girl!!! Awww damn! No lido deck for me! ,sadness
Hello . ,neutral
@TheBodyShopUK when a friend goes out of his or her way to be there for me. True friends are few and far between but we all have one.,joy
When my father revealed inconsistent morals.,disgust
I tell you I was flabbergasted and right terrified out of my wits . ,surprise
 How dare you speak to me like this . ,anger
Theres power n da tounge n right now i claim it ive cried my last tear it is over ...the cryn the sleepless night...,joy
"He was a contented man for he had a good wife , a prosperous farm in Upper Caversham some four miles from Reading market , had had a good season and a financially successful day . ",joy
"... for remember, fear doesn't exist anywhere except in the mind.&quot; - Dale Carnegie ",fear
He runs with anger like a RB cause he's still a virgin ,anger
2 hour swim practice ,joy
"Think I've found the receipts for my Christmas presents on the kitchen table, spoilt the already",surprise
"Not everybody wants   and trailed into silence , for Lily 's eyelids were now fluttering , holding back offended tears . ",anger
Every year during carnival I am very joyful I have an intense feeling of happiness then.,joy
Waking up from a bad dream in a dark night with noone else around.,fear
"The trick was really intolerable.  They hid it, and I was worried and restless all day.  When I saw them I really wanted to slap each one of them.",anger
People can't understand your busy schedule ,sadness
@example me and my boy please!! Had mare getting tickets and I have a stroppy 12 year old sulking cos I asked him to be home early ,surprise
I thought that being strong meant never losing your self control ,sadness
I had a quarrel with a good friend about the fact that I didn't pay her a visit when she expected me to come. Hereafter I was very sad because it became a real quarrel.,sadness
"It 's been our experience that families , and particularly carers , go through great anguish , much pain and heartache associated with this process . ",sadness
"There were amused smiles , but they did not know at all why Alain had done that . ",joy
Secret Santa time with the co-workers ,surprise
The process of spotting and refusing to obey it is the source of all true #empowerment. -Martha Beck,fear
Each time the professor asks me a question in class.,shame
I finally learned how to make a fishtail braid! ,joy
 It's a large sum of money . I can't afford to lose it . ,fear
Staying home today and getting all my homework done oh &amp; making my christmas list!,joy
Finally got fish back in my tank. Now I have something too look at ,joy
"His granddaughter 's anger , so like his own , took some of the sting out of Ballater 's wrath . ",anger
 My mother just passed away last Tuesday . ,sadness
 voted &quot;yes&quot; on maintaining current gun laws: guns sold without trigger locks   ,fear
When my colleague spat on my face after a quarrel.,anger
"I was sitting on an electric swing, suddenly the machine went out of order while I was still in the upward position.",fear
I made a long-distance call to people rather close to me and I thought about the sad incident that had happened to them in the near past; I knew that they were thinking about it too when I made the call.,sadness
"My sister, whom I like very much, asked me for a favour which I refused her for some flimsy reason. Some time later I felt sorry for that and something like sadness.",sadness
"So, so, so tired....and I do not feel good...",joy
Back from shopping now time for homework ,joy
"Support for the Greens may have shrunk but it was still at the same level as the Liberal Democrats "" , the third party in Parliament , so perhaps Ms Cooke was unduly downcast . ",sadness
To see him fumbling with our rich and delicate language is to experience all the horror of seeing a Svres vase in the hands of a chimpanzee . ,fear
 The problem is that many poor people might suffer . ,sadness
"Car accident. Travelling as a passenger along narrow bitumen road at night - trying to overtake semi-trailer. The truck pulled over onto our side and we hit the wet dirt, swerved back into the truck, back onto the verge, over a guide post and into a ditch.",fear
Its such a pain having a terrible short term memory i cant remeber what i was going to tweet :( ,sadness
" The cat has eaten my fish , I'll kill it . ",anger
"And she did , leaving a very bewildered Ellie to look round her at the well-equipped kitchen and the gently steaming kettle . ",surprise
"Me , I 'm miserable that it 's all beginning . ",sadness
"Her headache seemed to be getting worse and worse , and Raffaella 's command of English slipped as she grew increasingly excited . ",joy
I see it i see it bol RT @Deb_DoesItBetta: @darlingtika lol yeah I totally meant you (see what I dud there?),surprise
"= Jesus first, Others second, You last. Everyone should live by this and the world would be so joyous. #wishfulthinking",joy
" Oh , come on . You know it's a long process , you have to be patient . ",neutral
"At an unjust, or to be more precise, at a bureaucratic treatment of one's personality.",anger
I was watching a movie alone - it was a horror movie. The music was a deep pulsing type - not really music. And a light flashed on and off. It was in the complete darkness of a movie theatre that was almost empty.,fear
"She tried to sleep , but she was desperately nervous about tomorrow . ",fear
Banana + Nutella = Heaven on Earth #Happiness,joy
Ah ahn...wuh apind?? Bbm!!@Bluepearlie: Am even angry oh!RT @Namteerah: &quot;@Bluepearlie: Why pretend we r cool....wen all you do is,anger
Sort of fitting that I would watch Defending Your Life today. ,fear
"Turkey , porkchops, macaroni, sweet potatoes, greens, cornbread, pasta salad .... :) ",joy
 Chicken ! ,neutral
sooooooo mad i couldn't go to the ACC Championship because of all this work i gotta do. ,sadness
"Hi , Ann . ",neutral
"Good morning world, don't let  circumstances determine the way you wanna feel, if so you just wasted an opportunity 2  grab hold of ",joy
"At a lack of love of my father for my mum, sadness for him more than anyone else because he does not realise how much love and happiness there could be between them, and is, and how much he is damaging himself apart from mum.",sadness
The cave-man got fed-up with walking ,disgust
I gained reign over the demon that sought refuge in the domain of my thoughts by invoking its name. ,anger
anybody wanna invite me to their thanksgiving dinner? my family is gonna be gone and ima be all alone. lol ,sadness
"And , remember , as with all our offers , we guarantee to refund your money if you 're not delighted with your purchase . ",joy
When I passed an exam which I had failed last year.,joy
